,wikidata,type,osmid
829,Q650103,way,649537170
830,Q649376,relation,12691598
832,Q651281,way,768339528
834,Q649791,node,368985379
836,Q651288,way,382914604
837,Q644963,way,324597178
838,Q645100,way,84575459
840,Q651544,way,108245289
841,Q652283,way,451986518
842,Q652306,way,304718963
843,Q651557,way,591242324
844,Q652572,way,753368577
845,Q651562,node,240485015
846,Q652443,node,1042050122
847,Q651629,way,523668832
849,Q652459,way,791134909
850,Q652325,relation,2252689
851,Q652283,way,451986518
852,Q651316,way,913041603
853,Q651372,way,459027979
854,Q652501,way,370993640
855,Q651525,way,207894402
856,Q651920,way,454995440
857,Q651471,way,955608653
858,Q652124,way,214760524
859,Q651607,node,368381011
860,Q652165,node,369122068
861,Q652492,way,1007046965
863,Q651307,way,674055644
864,Q652469,way,747312273
865,Q651330,way,366729029
866,Q651666,node,369144695
867,Q651735,way,856604298
868,Q652505,relation,9371952
869,Q651365,way,232926067
873,Q652265,way,206230753
874,Q651986,way,43538894
875,Q652112,way,52136454
876,Q651495,way,224518629
878,Q652429,way,166595880
879,Q651595,way,269150258
880,Q652135,node,368388786
881,Q652109,way,491473946
882,Q651696,way,243703640
884,Q652974,way,133660794
885,Q668382,way,435715317
886,Q652872,way,856917331
887,Q652794,node,369144701
888,Q665948,way,62184791
889,Q667181,way,42311480
890,Q679345,node,9502157358
891,Q652716,way,292674664
892,Q685497,node,3554808116
894,Q667216,way,42409990
895,Q657271,way,161797392
896,Q673760,way,35921272
897,Q670072,way,417403465
898,Q652738,way,250458464
899,Q687341,way,49833641
900,Q666704,way,96253011
902,Q676516,way,823573123
904,Q684964,way,92742740
905,Q668329,relation,13271009
906,Q674812,way,49794789
907,Q686526,way,253037202
908,Q687300,way,86938897
910,Q656500,way,79642875
911,Q662619,way,177049634
912,Q664757,way,23940880
913,Q738719,relation,10945640
914,Q687436,way,1101409783
915,Q732214,relation,10719206
916,Q695135,way,401784782
917,Q687392,relation,1565118
918,Q721780,way,235390431
919,Q702647,node,1042045912
920,Q700852,way,29566108
921,Q732278,way,193411837
922,Q708499,node,1042045916
923,Q687463,relation,8904897
925,Q704823,way,174775672
926,Q701217,way,92375467
927,Q703013,way,230406477
928,Q736627,way,945479715
929,Q733998,relation,3896781
930,Q694434,way,282147138
931,Q708499,node,1042045916
932,Q717740,way,204765295
933,Q721258,way,211185988
934,Q703794,way,180789876
935,Q708281,way,294014021
936,Q721497,way,297401059
937,Q689079,way,312895324
938,Q704675,way,421404266
939,Q729886,relation,10264031
940,Q707457,way,446400612
941,Q687493,way,49325029
942,Q734998,way,157271839
943,Q716323,relation,9056579
945,Q694404,way,30266004
946,Q695659,way,167023263
947,Q721618,way,88907729
948,Q689836,node,60647148
949,Q695127,node,258208869
950,Q722416,relation,8994673
951,Q690122,relation,1187316
952,Q737856,way,273339293
953,Q734993,way,255023355
954,Q739238,way,36200124
955,Q708244,node,1042045917
956,Q733326,way,299644678
958,Q734729,way,100312049
959,Q709169,relation,5827108
960,Q723248,relation,6830118
961,Q717689,way,239190742
962,Q700846,way,408613305
963,Q738866,way,260724224
964,Q690894,way,435099913
965,Q721780,way,235390431
966,Q695570,way,35011349
967,Q697101,way,31283099
968,Q713881,way,57015332
969,Q701561,way,131312071
970,Q723474,way,129169096
971,Q692279,way,763048155
972,Q735558,way,171147886
973,Q717708,way,513740608
974,Q690636,relation,10609939
975,Q706450,way,4361246
976,Q710284,way,205640221
977,Q721780,way,235390431
978,Q740392,way,472086702
979,Q707931,way,111570148
980,Q735756,way,114523120
981,Q721494,way,156580417
982,Q707731,relation,1788587
983,Q734482,way,274547703
984,Q748848,way,828447594
985,Q762179,relation,11213417
986,Q774216,way,251572892
987,Q741372,way,772669000
988,Q810875,way,224666715
989,Q794552,way,1071641911
990,Q794540,way,48332378
991,Q767135,way,113292467
992,Q816737,node,369014048
993,Q752537,relation,10556796
994,Q782821,relation,12402718
995,Q762039,relation,5628605
996,Q779571,way,929819540
998,Q744802,relation,10902151
999,Q797684,way,219115788
1000,Q766356,way,279767440
1001,Q767753,way,760255364
1002,Q763480,node,1042034606
1004,Q820223,way,296187602
1005,Q751889,node,1042049767
1006,Q788810,way,341501030
1007,Q751894,node,4620613464
1008,Q765608,way,508656672
1009,Q779984,way,53291380
1010,Q777774,way,80130299
1011,Q767135,way,113292467
1012,Q741262,way,747448855
1013,Q794549,way,464846018
1014,Q765650,way,37426993
1015,Q777855,way,168118478
1016,Q790043,relation,10756531
1017,Q752694,way,83720112
1018,Q795096,way,518678947
1019,Q749497,way,48057102
1020,Q811239,way,52246235
1021,Q764554,way,407511357
