,wikidata,type,osmid
1673,Q10545986,,
1674,Q10547075,,
1675,Q10543478,,
1676,Q10545364,,
1677,Q10546053,,
1678,Q10545919,,
1679,Q10545486,,
1680,Q10543901,,
1681,Q10546050,,
1682,Q10543357,,
1684,Q10543725,,
1685,Q10543764,,
1686,Q10546664,,
1688,Q10546505,,
1689,Q10545362,,
1690,Q10545427,,
1692,Q10545624,,
1693,Q10543452,,
1694,Q10544251,,
1695,Q10546487,,
1698,Q10543860,,
1699,Q10547063,,
1700,Q10543680,,
1701,Q10546876,,
1702,Q10544480,,
1704,Q10544444,,
1705,Q10545660,,
1706,Q10545806,,
1707,Q10542839,,
1708,Q10544416,,
1710,Q10545744,,
1713,Q10546487,,
1714,Q10542825,,
1715,Q10545807,,
1716,Q10545665,,
1717,Q10546045,,
1718,Q10546895,,
1719,Q10543827,,
1720,Q10542954,,
1721,Q10543306,,
1722,Q10543953,,
1723,Q10543877,,
1724,Q10542692,,
1725,Q10544249,,
1727,Q10546587,,
1728,Q10543856,,
1729,Q10545229,,
1730,Q10545308,,
1731,Q10543773,,
1732,Q10542873,,
1733,Q10546397,,
1735,Q10547064,,
1736,Q10544164,,
1738,Q10543856,,
1739,Q10546425,,
1740,Q10550277,,
1741,Q10549366,,
1743,Q10549996,,
1744,Q10549368,,
1745,Q10600758,,
1746,Q10593129,,
1747,Q10602253,,
1748,Q10602007,,
1749,Q10602498,,
1750,Q10593524,,
1751,Q10602508,,
1752,Q10602546,,
1753,Q10602652,,
1754,Q10603017,,
1755,Q10602833,,
1756,Q10602054,,
1758,Q10602474,,
1760,Q10602471,,
1761,Q10601791,,
1763,Q10600606,,
1764,Q10594959,,
1766,Q10592650,,
1767,Q10602232,,
1768,Q10602920,,
1769,Q10602626,,
1770,Q10593599,,
1771,Q10599225,,
1772,Q10593499,,
1773,Q10593168,,
1775,Q10595132,,
1776,Q10602815,,
1777,Q10602484,,
1779,Q10602390,,
1780,Q10603011,,
1781,Q10589603,,
1782,Q10601937,,
1783,Q10593233,,
1784,Q10602941,,
1785,Q10593502,,
1786,Q10593440,,
1787,Q10602097,,
1788,Q10595109,,
1790,Q10593460,,
1791,Q10592631,,
1792,Q10593166,,
1793,Q10589668,,
1794,Q10590284,,
1795,Q10602420,,
1796,Q10601776,,
1797,Q10602813,,
1798,Q10602406,,
1799,Q10593575,,
1800,Q10602453,,
1803,Q10592050,,
1804,Q10593583,,
